index,close,open,high,low,volume
1633564800,53817.5,55337.5,55338.0,53410.0,1190088200
1633651200,53976.5,53817.5,56297.5,53610.0,1282897200
1633737600,54974.5,53976.5,55550.0,53682.0,712278800
1633824000,54718.5,54974.5,56645.0,54074.0,1237832400
1633910400,57504.5,54718.5,57890.0,54469.5,1410009600
1633996800,56030.5,57504.5,57737.0,53887.5,1793930800
1634083200,57419.5,56030.5,57865.0,54265.0,1494666400
1634169600,57377.0,57419.5,58592.0,56783.0,1122332400
1634256000,61676.0,57377.0,63100.0,56878.0,2245894500
1634342400,60922.5,61676.0,62406.0,60206.0,830928500
1634428800,61553.0,60922.5,61765.0,58933.0,1042168600
1634515200,62027.5,61553.0,62787.5,59860.0,1509691900
1634601600,64316.0,62027.5,64510.0,61250.0,1654570400
1634688000,66059.5,64316.0,67128.5,63522.5,1618199100
1634774400,62218.0,66059.5,66689.5,61550.0,2790162900
1634860800,60715.5,62218.0,63723.5,60044.0,1614482000
1634947200,61335.0,60715.5,61788.0,59625.0,796789500
1635033600,60901.0,61335.0,61550.0,59505.0,1040997600
1635120000,63125.5,60901.0,63777.0,60682.5,1425567000
1635206400,60257.0,63125.5,63411.0,59803.5,1544593500
1635292800,58499.5,60257.0,62358.0,58000.0,2002767300
1635379200,60633.5,58499.5,62636.0,57505.0,1955425800
1635465600,62322.0,60633.5,62998.5,60200.0,1573397900
1635552000,61925.0,62322.0,62412.0,60715.0,779242800
1635638400,61344.0,61925.0,62491.5,60034.0,972657500
1661990400,20125.5,20032.0,20193.0,19553.0,518485200
1662076800,19950.0,20125.5,20437.0,19745.0,426544700
1662163200,19821.5,19950.0,20045.0,19593.5,245736500
1662249600,19988.5,19821.5,20017.5,19584.5,362813100
1662336000,19782.5,19988.5,20055.0,19620.5,443451400
1662422400,18775.0,19782.5,20178.0,18652.5,780869400
1662508800,19283.5,18775.0,19456.5,18514.5,351878400
1662595200,19307.0,19283.5,19450.0,19005.0,337231400
1662681600,21363.5,19307.0,21620.0,19291.0,707972400
1662768000,21636.0,21363.5,21798.5,21125.5,380019700
1662854400,21822.0,21636.0,21864.0,21342.5,333156200
1662940800,22395.0,21822.0,22479.5,21511.5,587429200
1663027200,20162.5,22395.0,22819.0,19850.0,875589800
1663113600,20216.0,20162.5,20518.0,19602.0,481896200
1663200000,19694.5,20216.0,20329.0,19480.5,398486400
1663286400,19789.5,19694.5,19875.5,19317.0,360162200
1663372800,20110.0,19789.5,20165.0,19740.5,261227900
1663459200,19414.0,20110.0,20109.5,19332.0,298272600
1663545600,19533.5,19414.0,19675.0,18234.0,722967200
1663632000,18869.5,19533.5,19625.0,18714.5,428346700
1663718400,18450.0,18869.5,19930.5,18109.0,392643200
1663804800,19389.5,18450.0,19500.0,18344.5,549408100
1663891200,19280.5,19389.5,19484.0,18526.5,400013900
1663977600,18914.5,19280.5,19304.5,18802.5,201021900
1664064000,18800.0,18914.5,19169.5,18603.5,277290100
1664150400,19218.0,18800.0,19318.5,18680.5,414129500
1664236800,19064.5,19218.0,20361.5,18815.0,696502900
1664323200,19412.0,19064.5,19796.5,18457.5,494021500
1664409600,19582.5,19412.0,19640.0,18838.0,438052300
1664496000,19414.5,19582.5,20172.0,19167.0,522651300
